Lemma	Form	POS	Line	Gloss
mid	mid	prep	59	with
Wicingas	wicingum.	dpn	59	the Wicings
mid	mid	prep	60	with
Gefþan	Gefþum	dpn	60	The Gibids
ic	ic	pn	60	I
wesan	wæs	psv	60	was
ond	ond	conj	60	and
mid	mid	prep	60	with
Winedas	Winedum	dpn	60	Winedas
ond	ond	conj	60	and
mid	mid	prep	60	with
Gefflēgan	Gefflegum.	dsn	60	The Gefflegans
mid	mid	prep	61	with
Engle	Englum	dpn	61	the Angles
ic	ic	pn	61	I
wesan	wæs	psv	61	was
ond	ond	conj	61	and
mid	mid	prep	61	with
Swæfe	Swæfum	dpn	61	Swæfe
ond	ond	conj	61	and
mid	mid	prep	61	with
Ænēnas	Ænēnum.	dpn	61	Ænēnas
mid	mid	prep	62	with
Seaxan	Seaxum	dpn	62	the Saxons
ic	ic	pn	62	I
wesan	wæs	psv	62	was
ond	ond	conj	62	and
Sycga	Sycgum	dpn	62	the Sycgans
ond	ond	conj	62	and
mid	mid	prep	62	with
Sweordwere	Sweordwerum.	dpn	62	Suardones
mid	mid	prep	63	with
Hronan	Hronum	dpn	63	Hronan
ic	ic	pn	63	I
wesan	wæs	psv	63	was
ond	ond	conj	63	and
mid	mid	prep	63	with
Dēan	Deanum	dpn	63	Deans
ond	ond	conj	63	and
mid	mid	prep	63	with
HeaÞoreamas	Heaþoreamum.	dpn	63	HeaÞoramas
mid	mid	prep	64	with
Þyringas	Þyringum	dpn	64	the Thuringians
ic	ic	pn	64	I
wesan	wæs	psv	64	was
ond	ond	conj	64	and
mid	mid	prep	64	with
Þrowend	Þrowendum,	dpn	64	Þrowend
ond	ond	conj	65	and
mid	mid	prep	65	with
Burgendan	Burgendum,	ipn	65	the Burgundians
þǣr	þǣr	adv	65	there
ic	ic	pn	65	I
bēag	bēag	asn	65	necklace
geþicgan	geþah;	pret.sv	65	receive
me	me	dsppn	66	me
þǣr	þǣr	adv	66	there
Guðhere	Guðhere	nsn	66	Guðhere
forgiefan	forgeaf	pret.sv	66	gave
glædlic	glædlicne	adj	66	goodly
māþþum	māþþum	asn	66	treasure
song	songes	gsn	67	song
to	to	prep	67	to
lēan	lēane.	dsn	67	reward
wesan	Næs	psv	67	was not
þǣt	þǣt	nsn	67	that
sǣne	sǣne	adj	67	stingy
cyning	cyning!	nsn	67	king
mid	mid	prep	68	with
Froncan	Froncum	ipn	68	the Franks
ic	ic	pn	68	I
wesan	wæs	psv	68	was
ond	ond	conj	68	and
mid	mid	prep	68	with
Frēsan	Frysum	dpn	68	the Frisians
ond	ond	conj	68	and
mid	mid	prep	68	with
Frumtingas	Frumtingum.	dpn	68	the Framtings
mid	mid	prep	69	with
Rugas	Rugum	dpn	69	the Rugi
ic	ic	pn	69	I
wesan	wæs	psv	69	was
ond	ond	conj	69	and
mid	mid	prep	69	with
Glomman	Glommum	dpn	69	the Glomman
ond	ond	conj	69	and
mid	mid	prep	69	with
Rumwalas	Rumwalum.	dpn	69	Rome-foreigners
swylce	Swylce	adv	70	likewise
ic	ic	pn	70	I
wesan	wæs	psv	70	was
on	on	prep	70	in
Eatul	Eatule	dsn	70	Italy
mid	mid	prep	70	with
Ælfwine	Ælfwine,	dsn	70	Ælfwine
se	se	dem.pn	71	that
habban	hæfde	pret.sv	71	had
moncynn	moncynnes,	gsn	71	mankind
mīn	mīne	adj	71	my
gefrǣge	gefrǣge,	isn	71	information (got by inquiry).
lēoht	lēohteste	adj	72	lightest
hond	hond	asn	72	hand
lof	lofes	gsn	72	praise
to	to	prep	72	to
wyrcan	wyrcenne,	dsn	72	earning
heorte	heortan	asn	73	heart
unhnēaw	unhnēaweste	adj	73	generous
hring	hringa	gpn	73	rings
gedāl	gedāles,	gsn	73	distributed
beorht	beorhtra	gpadj	74	bright
bēag	bēaga,	gpn	74	treasures
bearn	bearn	nsn	74	child
Eadwine	Eadwines.	asn	74	of Edwin
mid	mid	prep	75	with
Sercingas	Sercingum	dpn	75	the Sercings
ic	ic	pn	75	I
wesan	wæs	psv	75	was
ond	ond	conj	75	and
mid	mid	prep	75	with
Seringas	Seringum;	dpn	75	the Serae
mid	mid	prep	76	with
Creacas	Creacum	ipn	76	the Greeks
ic	ic	pn	76	I
wesan	wæs	psv	76	was
ond	ond	conj	76	and
mid	mid	prep	76	with
Finnas	Finnum	ipn	76	the Finns
ond	ond	conj	76	and
mid	mid	prep	76	with
Casere	Casere,	dsn	76	Caesar
se	se	dem.pn	77	that
þe	þe	in	77	who
wīnburg	wīnburga	gpn	77	wine-borough
geweald	geweald	asn	77	authority
āgan	āhte,	pret.sv	77	possesed
wiola	wiolena	gpn	78	riches
ond	ond	conj	78	and
willa	wilna,	gpn	78	desirable things
ond	ond	conj	78	and
Walas	Wala	gpn	78	Roman's
rīce	rīces.	gsn	78	realm
mid	mid	prep	79	with
Scottas	Scottum	dpn	79	the Irish
ic	ic	pn	79	I
wesan	wæs	psv	79	was
ond	ond	conj	79	and
mid	mid	prep	79	with
Peohtas	Peohtum	dpn	79	the Picts
ond	ond	conj	79	and
mid	mid	prep	79	with
Scridefinnas	Scridefinnum;	dpn	79	The Lapps
mid	mid	prep	80	with
Lidwicingas	Lidwicingum	dpn	80	the Lidwiccas
ic	ic	pn	80	I
wesan	wæs	psv	80	was
ond	ond	conj	80	and
mid	mid	prep	80	with
Leonas	Leonum	dpn	80	the Leonas
ond	ond	conj	80	and
mid	mid	prep	80	with
Longbeardum	Longbeardum,	dpn	80	The Langobards
mid	mid	prep	81	with
hæþen	hæðnum	dpn	81	heathens
ond	ond	conj	81	and
mid	mid	prep	81	with
hæleþ	hæleþum	dpn	81	heroes
ond	ond	conj	81	and
mid	mid	prep	81	with
Hundingas	Hundingum.	dpn	81	the Hundings
mid	mid	prep	82	with
Israhelas	Israhelum	dpn	82	the Israelites
ic	ic	pn	82	I
wesan	wæs	psv	82	was
ond	ond	conj	82	and
mid	mid	prep	82	with
Exsyringas	Exsyringum,	dpn	82	the Assyrians
mid	mid	prep	83	with
Ebreas	Ebreum	dpn	83	the Hebrews
ond	ond	conj	83	and
mid	mid	prep	83	with
Indeas	Indeum	dpn	83	THe Hindus
ond	ond	conj	83	and
mid	mid	prep	83	with
Egypte	Egyptum.	dpn	83	the Egyptians
mid	mid	prep	84	with
Moide	Moidum	dpn	84	the Moids
ic	ic	pn	84	I
wesan	wæs	psv	84	was
ond	ond	conj	84	and
mid	mid	prep	84	with
Perse	Persum	dpn	84	the Perse
ond	ond	conj	84	and
mid	mid	prep	84	with
Myrgingas	Myrgingum,	dpn	84	the Myrgings
ond	ond	conj	85	and
Mofdingas	Mofdingum	dpn	85	Mofdings
ond	ond	conj	85	and
Ongendmyrgingas	Ongendmyrgingum	dpn	85	the Ongendmyrgings
ond	ond	conj	86	and
mid	mid	prep	86	with
Amoþingas	Amothingum.	dpn	86	the Amothings
mid	mid	prep	86	with
Eastþyringas	Eastþyringum	dpn	86	Thuringians
ic	ic	pn	86	I
wesan	wæs	psv	86	was
ond	ond	conj	87	and
mid	mid	prep	87	with
Ilwan	Eolum	dpn	87	the Ilwan
ond	ond	conj	87	and
mid	mid	prep	87	with
Iste	Istum	dpn	87	the Austrogoths
ond	ond	conj	87	and
Idumingas	Idumingum.	dpn	87	Idumings
ond	ond	conj	88	and
ic	ic	pn	88	I
wesan	wæs	psv	88	was
mid	mid	prep	88	with
Eormanrīc	Eormanrice	dsn	88	Ermanric
eal	ealle	asn	88	all
þrāg	þrāge,	asn	88	time
þǣr	þǣr	adv	89	there
me	me	dsppn	89	me
Gotan	Gotena	gpn	89	the Goths
cyning	cyning	nsn	89	king
gōd	gōde	isn	89	good
dugan	dohte;	pret.sv	89	was generous
se	se	dem.pn	90	that
me	me	dsppn	90	me
bēag	bēag	asn	90	treasure
forgiefan	forgeaf	pret.sv	90	gave
burgwaran	burgwarena	gpn	90	townspeople
fruma	fruma,	n	90	first among
on	on	prep	91	in
sē	þām	dspn	91	that
siex	siex	num	91	six
hund	hund	num	91	hundred
wesan	wæs	psv	91	was
smǣte	smǣtes	adj	91	refined
gold	goldes,	gsn	91	gold
gescyrian	gescyred	ppv	92	reckoned
sceatt	sceatta	gpn	92	denarii
scillingrīm	scillingrīme;	dsn	92	shilling count
sē	þone	aspn	93	that
ic	ic	pn	93	I
Eadgils	Eadgilse	dsn	93	Eadgils
on	on	prep	93	in
syllan	sealde,	pret.sv	93	gave
ǣht	ǣht	asn	93	possession
mīn	mīnum	adj	94	my
hlēodryhten	hlēodryhtne,	dsn	94	lord protector
þā	þa	conj	94	when
ic	ic	pn	94	I
to	to	prep	94	to
ham	ham	asn	94	home
bicuman	bicwom,	pret.sv	94	came
lēof	lēofum	adj	95	dear
to	to	prep	95	to
lēan	lēane,	dsn	95	reward
þæs	þæs	conj	95	because
þe	þe	in	95	who
hē	hē	nsppn	95	he
me	me	dsppn	95	me
longd	lond	asn	95	land
forgiefan	forgeaf	pret.sv	95	gave up
mīn	mīnes	adj	96	my
fæder	fæder	gsn	96	father's
ēþel	ēþel,	asn	96	inherited land
frēa	frēa	n	96	king
Myrgingas	Myrginga.	gpn	96	of the Myrgings
ond	ond	conj	97	and
me	me	dsppn	97	me
þā	þā	adv	97	then
Ealhhild	Ealhhild	nsn	97	Ealhhild
ōþer	ōþerne	num	97	second
forgiefan	forgeaf	pret.sv	97	gave
dryhtcwēn	dryhtcwēn	n	98	queen of the army
duguþ	duguþe,	gsn	98	a body of royal fighting men
dohtor	dohtor	n	98	daughter
Eadwine	Eadwines.	gsn	98	of Edwin
hē	Hyre	gsn	99	her
lof	lof	asn	99	praise
lengan	lengde	pret.sv	99	stretched
geond	geond	prep	99	throughout
lond	londa	gpn	99	lands
fela	fela,	adj	99	many
þonne	þonne	conj	100	when
ic	ic	pn	100	I
bī	be	prep	100	with
song	songe	dsn	100	song
secgan	secgan	v	100	say
sculan	sceolde	pret.sv	100	would
hwær	hwær	adv	101	where
ic	ic	pn	101	I
under	under	prep	101	under
swegl	swegle	dsn	101	sky
sēl	sēlast	adj	101	best
witan	wisse	pret.sv	101	knew
goldhroden	goldhrodene	adj	102	gold-adorned
cwēn	cwēn	asn	102	queen
giefu	giefe	apn	102	gifts
bryttian	bryttian.	v	102	distribute
þonne	Ðonne	conj	103	then
wit	wit	pn	103	we two
Scilling	Scilling	nsn	103	Scilling
scīr	scīran	adj	103	clear
reord	reorde	gsn	103	voice
for	for	prep	104	before
uncer	uncrum	adj	104	our two
sigedryhten	sigedryhtne	dsn	104	victory-lord
song	song	asn	104	song
āhebban	āhofan,	pret.pv	104	raised
hlude	hlude	adv	105	loudly
bī	bī	prep	105	with
hearpe	hearpan	dsn	105	harp
hlēoþor	hlēoþor	n	105	song
swinsian	swinsade,	pret.sv	105	sing out
þonne	þonne	adv	106	then
monig	monige	adj	106	many
monn	men,	npn	106	men
mōd	mōdum	ipn	106	spirits
wlonc	wlonce,	adj	106	proud
word	wordum	ipn	107	words
sprecan	sprēcan,	pret.sv	107	spoke
sē	þa	nppn	107	they
þe	þe	in	107	who
wēl	wēl	adv	107	well
cunnan	cuþan,	pret.pv	107	knew
þæt	þæt	conj	108	that
hē	hī	npn	108	he
nǣfre	nǣfre	adv	108	never
song	song	asn	108	a song
sēl	sēllan	adj	108	good
ne	ne	negative	108	not
hȳran	hȳrdon.	pret.pv	108	heard
ðonan	ðonan	adv	109	thence
ic	ic	pn	109	I
eal	ealne	asadj	109	all
geondhweorfan	geondhwearf	pret.sv	109	traverse
ēþel	ēþel	asn	109	fatherland
Gotan	Gotena,	gsn	109	of the Ostrogoths
sēcan	sōhte	pret.sv	110	sought
ic	ic	pn	110	I
gesīþ	gesīþa	apn	110	battle comrades
sē	þa	art	110	the
sēl	sēlestan;	art	110	best
None	a	None	111	None
sē	þæt	nsn	111	that
wesan	wæs	psv	111	were
innweorud	innweorud	n	111	native peoples
Eormanrīc	Earmanrices.	dsn	111	Ermanric
Heðca	Heðcan	asn	112	Hache
sēcan	sōhte	pret.sv	112	sought
ic	ic	pn	112	I
ond	ond	conj	112	and
Beadeca	Beadecan	asn	112	Beadecan
ond	ond	conj	112	and
Herelingas	Herelingas,	apn	112	Herelingas
Emerca	Emercan	asn	113	Emerca
sēcan	sōhte	pret.sv	113	sought
ic	ic	pn	113	I
ond	ond	conj	113	and
Fridla	Fridlan	asn	113	Fridla
ond	ond	conj	113	and
Eastgota	Eastgotan,	asn	113	Ostrogotha
frōd	frōdne	adj	114	wise
ond	ond	conj	114	and
gōd	gōdne	adj	114	good
fæder	fæder	asn	114	father
Unwen	Unwenes.	gsm	114	of Unwen
Secca	Seccan	asn	115	Secca
sēcan	sōhte	pret.sv	115	sought
ic	ic	pn	115	I
ond	ond	conj	115	and
Becca	Beccan,	asn	115	Becca
Seafola	Seafolan	asn	115	Seafola
ond	ond	conj	115	and
þeodric	þeodric,	asn	115	Theodric
Heaþoric	Heaþoric	asn	116	Heathoric
ond	ond	conj	116	and
Sifeca	Sifecan,	asn	116	Sifeca
Hlīþe	Hliþe	asn	116	Lotherus
ond	ond	conj	116	and
Incgenþeow	Incgenþeow.	asn	116	Incgenþeow
Eadwine	Eadwine	asn	117	Edwin
sēcan	sōhte	pret.sv	117	sought
ic	ic	pn	117	I
ond	ond	conj	117	and
Elsa	Elsan,	asn	117	Elsa
Ægelmund	Ægelmund	asn	117	Agelmund
ond	ond	conj	117	and
Hungar	Hungar,	asn	117	Hungar
ond	ond	conj	118	and
sē	þā	asn	118	the
wlonc	wloncan	adj	118	proud
gedryht	gedryht	asn	118	company
Wiþmyrgingas	Wiþmyrginga.	gpn	118	the Wiþmyrgings
Wulfhere	Wulfhere	asn	119	Wulfhere
sēcan	sōhte	pret.sv	119	sought
ic	ic	pn	119	I
ond	ond	conj	119	and
Wyrmhere	Wyrmhere;	asn	119	Wyrmhere
ful	ful	adv	119	very
oft	oft	adv	119	often
þǣr	þǣr	adv	119	there
wig	wig	nsn	119	warfare
ne	ne	negative	119	not
ālicgan	ālæg,	pret.sv	119	rest
þonne	þonne	conj	120	when
Hræde	Hræda	gsn	120	Hræde
here	here	nsn	120	army
heard	heardum	adj	120	hard
sweord	sweordum	ipn	120	swords
ymb	ymb	prep	121	about
Wistlawudu	Wistlawudu	gpn	121	The Wistle wood
wergan	wergan	v	121	defend
sculan	sceoldon	pret.pv	121	shall
eal	ealdne	adj	122	old
ēþelstōl	ēþelstōl	asn	122	ancestral land
Ætla	Ætlan	gsn	122	Atilla's
lēod	lēodum.	dpn	122	people
Rædhere	Rædhere	asn	123	Rædhere
sēcan	sōhte	pret.sv	123	sought
ic	ic	pn	123	I
ond	ond	conj	123	and
Rondhere	Rondhere,	asn	123	Rondhere
Rumstan	Rumstan	asn	123	Rumstan
ond	ond	conj	123	and
Gislhere	Gislhere,	asn	123	Gislaharius
Wiþergield	Wiþergield	asn	124	Wiþergield
ond	ond	conj	124	and
Freoþerīc	Freoþeric,	asn	124	Freoþeric
Wudga	Wudgan	asn	124	Wudga
ond	ond	conj	124	and
Hama	Haman;	asn	124	Hama
ne	ne	negative	125	not
wesan	wæran	ppv	125	were
sē	þæt	aspn	125	that
gesīþ	gesīþa	gpn	125	comrades in arms
sē	þa	npart	125	the
sǣmest	sǣmestan,	adj	125	worst
þēah	þēah	conj	126	although
þe	þe	in	126	who
ic	ic	pn	126	I
hē	hȳ	apn	126	he
á-nihst	ánihst	adv	126	at the last
nemnan	nemnan	v	126	name
sculan	sceolde.	pret.sv	126	should
ful	Ful	adv	127	very
oft	oft	adv	127	often
of	of	prep	127	from
sē	þām	adj	127	that
hēap	hēape	dsn	127	company
hwīnan	hwīnende	ppv	127	whining
flēogan	fleag	pret.sv	127	fly
giellan	giellende	verb	128	yelling
gar	gar	n	128	spear
on	on	prep	128	in
grom	grome	adj	128	hostile
þēod	þēode;	asn	128	band
wræcca	wræccan	npn	129	wanderers
þǣr	þǣr	adv	129	there
wealdan	weold	ppv	129	ruled
windan	wundnan	past participle v	129	wound
gold	golde	isn	129	gold
wer	werum	ipn	130	men
ond	ond	conj	130	and
wīf	wīfum,	ipn	130	women
Wudga	Wudga	nsn	130	Wudga
ond	ond	conj	130	and
Hama	Hama.	nsn	130	Hama
swā	Swā	adv	131	thus
ic	ic	pn	131	I
sē	þæt	asn	131	that
simle	symle	adv	131	always
onfindan	onfond	pret.sv	131	found out
on	on	prep	131	in
sē	þære	adj	131	that
fēring	fēringe,	dsn	131	journeying
